branches,branch misses,LLC,LLC misses,branch miss rate,LLC miss rate,type
59071184,3350752,15799090,2204217,0.056724,0.139515,0
322277264,6214067,20816162,4242729,0.019282,0.203819,0
45731599,3052098,16035031,2596616,0.066739,0.161934,0
67643272,2701705,16415187,2478976,0.03994,0.151017,0
54912472,2993191,16355911,2188581,0.054508,0.13381,0
57917696,3026248,14530534,2163657,0.052251,0.148904,0
50403848,2696002,14262807,2020462,0.053488,0.141659,0
126402009,3759419,18196267,3295932,0.029742,0.181132,0
50014992,3035291,15487239,2257311,0.060688,0.145753,0
53778738,2891104,13772393,2177520,0.053759,0.158108,0
59769375,3207894,15310793,2571439,0.053671,0.167949,0
60476757,3169077,15229198,2764460,0.052402,0.181524,0
83867231,3042744,15631780,2518391,0.03628,0.161107,0
56231932,3259016,16046926,2445559,0.057957,0.1524,0
54704698,3330240,16915143,2701317,0.060877,0.159698,0
66525170,3667309,16207234,2727661,0.055127,0.168299,0
47948047,2454332,15840912,2129337,0.051187,0.13442,0
59431008,3420447,15372121,1910819,0.057553,0.124304,0
62270410,3052291,16795258,3109905,0.049017,0.185166,0
322683725,6534260,22117367,4468480,0.02025,0.202035,0
49729577,3126917,14266409,1835114,0.062878,0.128632,0
46220976,2910008,14364845,1719574,0.062959,0.119707,0
64771491,2989397,14889270,2071700,0.046153,0.13914,0
53654634,3560426,16163979,2122897,0.066358,0.131335,0
53611492,3344803,15765681,2098953,0.06239,0.133134,0
68444632,3268729,17278317,2213178,0.047757,0.12809,0
47789719,3256179,13740604,1829373,0.068136,0.133136,0
47272567,2501514,15136093,2171023,0.052917,0.143434,0
50909401,3140129,14209135,2257092,0.061681,0.158848,0
59785384,3393515,16270074,2586556,0.056762,0.158976,0
89139838,3847954,16346217,3134733,0.043168,0.191771,0
231818061,5505213,19869720,3589349,0.023748,0.180644,0
124246080,3656387,18132598,3294193,0.029429,0.181672,0
37132860,2610602,14556322,2190856,0.070304,0.150509,0
47487896,2832676,14012925,2291167,0.05965,0.163504,0
47825908,3442620,15040882,2458947,0.071982,0.163484,0
330214477,6435002,20561270,4349105,0.019487,0.211519,0
54826430,3335491,14151026,1554270,0.060837,0.109834,0
62458908,3089430,15298184,2387609,0.049463,0.156071,0
64254028,3449238,16008025,2767190,0.053681,0.172863,0
57544965,3258027,17006767,2741447,0.056617,0.161197,0
137679705,4044858,20051294,3873649,0.029379,0.193187,0
52712885,3187924,14398620,2041251,0.060477,0.141767,0
90546028,4301125,17248377,3772345,0.047502,0.218707,0
44970035,2860027,14261830,2465638,0.063599,0.172884,0
47406994,2900388,14773857,2442529,0.061181,0.165328,0
58114513,3404419,16603192,2193843,0.058581,0.132134,0
324390276,6621841,21569525,4385146,0.020413,0.203303,0
42209495,2688025,13951205,1990442,0.063683,0.142672,0
58031128,3051698,15022511,2647978,0.052587,0.176267,0
56199724,3343406,14775450,2417368,0.059492,0.163607,0
52420204,3450785,14692102,2051632,0.065829,0.139642,0
53406040,3000704,15956646,2306594,0.056187,0.144554,0
48552286,3025423,15393322,1836891,0.062313,0.11933,0
49876495,2940150,14593451,2136387,0.058949,0.146394,0
58067366,2989100,15142357,2856454,0.051476,0.18864,0
58262501,3292245,14313325,2474701,0.056507,0.172895,0
51528372,3226078,15046165,2452143,0.062608,0.162975,0
56382634,2831850,14509227,2227291,0.050226,0.153509,0
49109226,3232321,14353177,1996563,0.065819,0.139103,0
53201737,3217704,16658572,2505964,0.060481,0.150431,0
60648527,3180633,15899404,2522236,0.052444,0.158637,0
48341968,2831954,15275596,2139498,0.058582,0.14006,0
50824082,3156960,15580496,2225792,0.062115,0.142858,0
108126580,3677273,16878835,2985788,0.034009,0.176895,0
47537822,3117652,14748675,2044885,0.065583,0.138649,0
46980451,2645254,14778248,2061114,0.056305,0.139469,0
90281906,3755293,18474655,3618888,0.041595,0.195884,0
51883283,3233024,15336561,2513783,0.062313,0.163908,0
44873253,2804283,13588117,2163305,0.062493,0.159206,0
56936151,3285469,15198808,2146300,0.057704,0.141215,0
54467809,3207551,15732243,2736786,0.058889,0.17396,0
60118802,3353392,17739549,2546695,0.055779,0.14356,0
44631929,3100911,15401442,2379156,0.069477,0.154476,0
49898539,3245596,13339029,2360615,0.065044,0.176971,0
53234080,2729846,15491853,2624529,0.05128,0.169413,0
43762358,3281631,15083194,2429762,0.074988,0.161091,0
46525078,2958623,14932750,1864381,0.063592,0.124852,0
147679617,4706871,18706444,3564536,0.031872,0.190551,0
59288956,3478921,16454309,2814390,0.058677,0.171043,0
55128950,2931417,16820741,2761723,0.053174,0.164186,0
324670204,6256173,19942762,4402723,0.019269,0.220768,0
56609532,3033477,16401458,1951558,0.053586,0.118987,0
97673065,4351090,17789000,4117057,0.044547,0.231438,0
56299102,3308428,15547197,2358321,0.058765,0.151688,0
46212956,2770113,14488697,2201458,0.059942,0.151943,0
326636240,6475078,21169519,3794064,0.019824,0.179223,0
52080172,3096783,14980804,1935947,0.059462,0.129229,0
63100284,3503494,16047650,2545920,0.055523,0.158648,0
50984332,3041251,13868947,1700917,0.059651,0.122642,0
74665233,3597219,18235656,3219683,0.048178,0.17656,0
60973092,3183247,17636726,2171718,0.052207,0.123136,0
64742954,3366618,14546697,2823141,0.052,0.194074,0
48908717,3640206,14584272,1856251,0.074429,0.127278,0
61230594,3426414,16526845,2518648,0.055959,0.152397,0
60718940,3719120,14603749,2734860,0.061251,0.187271,0
55331566,3290889,15106547,2041689,0.059476,0.135153,0
48892839,2759543,13769966,1759088,0.056441,0.127748,0
54297318,3139231,15562058,2210798,0.057816,0.142063,0
47592909,3172488,12326780,2193304,0.066659,0.17793,0
75164777,3737079,14691305,3158393,0.049718,0.214984,0
64549518,3264251,16055495,2303259,0.05057,0.143456,0
62167167,3406266,15375220,2874015,0.054792,0.186925,0
57273200,3475463,15723167,2635962,0.060682,0.167648,0
41862265,2602753,15130472,2013306,0.062174,0.133063,0
38883986,2477360,15271477,2164951,0.063712,0.141764,0
52755012,3084662,14383236,2182789,0.058471,0.151759,0
69084388,2911056,15768556,2410873,0.042138,0.152891,0
57322161,2714911,17074523,2748834,0.047362,0.16099,0
55736186,3250387,16348446,1983362,0.058317,0.121318,0
60499334,3348893,16810595,2336308,0.055354,0.138978,0
49477477,3214965,15344970,2205884,0.064978,0.143753,0
43993206,2985162,17100976,2806862,0.067855,0.164135,0
49566864,3037785,16479907,2227917,0.061287,0.13519,0
47536258,2827028,16118275,2643672,0.059471,0.164017,0
51445565,3179348,13762402,2090910,0.0618,0.151929,0
49363067,3249048,15918980,2062005,0.065819,0.129531,0
43649416,3228489,15097448,2078694,0.073964,0.137685,0
51418757,3370325,13651038,1803591,0.065547,0.132121,0
51755581,3385505,15768320,2422889,0.065413,0.153655,0
42011629,2792999,16088406,2685834,0.066482,0.166942,0
104840882,4089272,16452191,2385260,0.039005,0.144981,0
44819566,3146393,14263794,2529804,0.070201,0.177358,0
55380844,3369648,13623253,2492473,0.060845,0.182957,0
46419954,3144679,14423730,2524895,0.067744,0.175051,0
42764031,2901623,15690830,2166803,0.067852,0.138094,0
62698102,3524717,15113066,2720222,0.056217,0.179991,0
49080055,3023522,15450503,1964898,0.061604,0.127174,0
44769430,3046219,14807451,2600009,0.068042,0.175588,0
55146236,3128693,14452050,2637874,0.056734,0.182526,0
123794534,3612398,18404064,3698062,0.029181,0.200937,0
144898704,4813325,16240312,3292367,0.033219,0.202728,0
48599364,3169234,15837151,2619754,0.065211,0.165418,0
54000861,3328018,14520509,2126681,0.061629,0.14646,0
45471139,2649875,16524466,2606859,0.058276,0.157758,0
57096496,3443056,13271198,1751775,0.060302,0.131998,0
54738908,3217229,13395373,2166239,0.058774,0.161715,0
58595511,3231316,14205846,2126939,0.055146,0.149723,0
56011990,2881195,16353101,2656323,0.051439,0.162435,0
49224804,2945038,15467463,1791914,0.059828,0.115851,0
39382931,2772167,15577762,2409014,0.07039,0.154644,0
51373411,3207198,14971513,2527250,0.062429,0.168804,0
49447339,2881163,13851204,1863687,0.058267,0.134551,0
49938323,3164226,13871651,2165011,0.063363,0.156075,0
95944784,3750327,18342816,2823343,0.039088,0.153921,0
60373222,3453111,16492712,2184228,0.057196,0.132436,0
60402813,2876300,15566828,2106640,0.047619,0.135329,0
82607031,3782189,16808178,3254717,0.045785,0.193639,0
334401032,6955616,21315084,4419611,0.0208,0.207347,0
45540801,2648643,14722582,1869272,0.05816,0.126966,0
51779993,2681668,14982739,2366878,0.05179,0.157974,0
48989143,2866715,14054473,1755194,0.058517,0.124885,0
49640724,3134996,14849708,2565944,0.063154,0.172794,0
58068682,3164536,14420114,2126412,0.054496,0.147462,0
52701163,3153784,15464703,1901297,0.059843,0.122944,0
55436008,3344761,15661619,2143841,0.060336,0.136885,0
64732029,3269733,15284420,2292414,0.050512,0.149984,0
50048829,3363200,16341696,2480682,0.067198,0.151801,0
56966974,3332209,17139779,2603383,0.058494,0.151891,0
57683328,2889763,14615623,2382213,0.050097,0.162991,0
47960782,3041803,13885362,2156256,0.063423,0.15529,0
55899014,3242401,14697052,2352383,0.058005,0.160058,0
55976834,3227479,15649398,2638485,0.057657,0.1686,0
54450524,3294140,14230958,2016321,0.060498,0.141686,0
39096535,2625002,15523206,2263762,0.067142,0.145831,0
54460089,3293682,16477531,2283843,0.060479,0.138603,0
46858415,2778348,14215994,1821493,0.059292,0.12813,0
53393108,3385282,14515203,1618409,0.063403,0.111498,0
48467888,2828027,15477109,1779804,0.058348,0.114996,0
40576121,2518079,14270451,2080131,0.062058,0.145765,0
53884497,3142449,15206574,2271557,0.058318,0.14938,0
53328707,3516482,14746399,1929882,0.06594,0.130871,0
53188987,3348202,16091321,2323486,0.062949,0.144394,0
43430320,2869790,15541042,2386809,0.066078,0.153581,0
44774631,3050626,15431630,1763237,0.068133,0.114261,0
53390258,3320867,15574703,1998685,0.0622,0.128329,0
52549268,3202453,14133942,2577019,0.060942,0.182328,0
51588335,3109339,15989435,2643883,0.060272,0.165352,0
68442933,3461778,15538275,2734100,0.050579,0.175959,0
51030626,2852522,16039937,2342946,0.055898,0.14607,0
48672878,2946557,15023408,2238406,0.060538,0.148995,0
47997519,3153442,15597822,2525084,0.0657,0.161887,0
56155784,3269156,16092469,2473302,0.058216,0.153693,0
77191748,3586552,17687168,3065932,0.046463,0.173342,0
45146956,2778374,16133198,2522213,0.061541,0.156337,0
122255251,3908376,18379201,2985219,0.031969,0.162424,0
131085505,3939588,19637623,3411308,0.030054,0.173713,0
59086983,3575245,16907867,2670173,0.060508,0.157925,0
51976907,2922402,14026443,2182099,0.056225,0.15557,0
49536086,3113570,15558303,2434854,0.062855,0.156499,0
51703896,3032079,13967755,2088907,0.058643,0.149552,0
52090508,3119655,14543987,1917689,0.059889,0.131854,0
66387111,2755198,15569160,2431961,0.041502,0.156204,0
50636257,3284801,15045659,2192179,0.064871,0.145702,0
42325348,2980043,15159524,1949328,0.070408,0.128588,0
46449323,2956857,16354628,2080214,0.063658,0.127194,0
54706607,2842098,17371421,2340566,0.051952,0.134737,0
45284603,2736579,15015078,2168216,0.060431,0.144403,0
55309564,3211908,14585909,2255146,0.058071,0.154611,0
47729621,3140710,15605904,2429551,0.065802,0.155682,0
55650198,3492437,14883998,2090525,0.062757,0.140455,0
44419953,2515041,14977780,1731212,0.05662,0.115585,0
50649773,2964377,15561459,2134573,0.058527,0.13717,0
42513421,2587270,14600887,2085106,0.060858,0.142807,0
58553651,3028940,16984814,2433974,0.051729,0.143303,0
52258617,2819078,15600880,2136484,0.053945,0.136946,0
63142431,3197164,14274644,2412108,0.050634,0.168979,0
296678035,5605915,18485563,4039853,0.018896,0.218541,0
53229883,3094136,14876466,2582855,0.058128,0.17362,0
59212003,3296192,14038898,2060931,0.055668,0.146801,0
65516914,3525399,17616027,2472766,0.053809,0.14037,0
48588971,2807815,15319892,2605085,0.057787,0.170046,0
68774346,3518667,15541913,2593339,0.051162,0.166861,0
56720946,3391971,15407194,2646681,0.059801,0.171782,0
83465793,3704593,17759887,3448823,0.044385,0.194192,0
50791487,2808841,14540793,2532268,0.055301,0.174149,0
45058542,3052961,15650640,2113450,0.067755,0.135039,0
46062930,3058645,15575860,1997006,0.066401,0.128212,0
40295485,2827395,15842489,2186624,0.070167,0.138023,0
49332659,3203935,16433495,2341224,0.064946,0.142467,0
52880169,3188391,14539709,2194722,0.060295,0.150947,0
50467617,3003588,14748104,1947209,0.059515,0.132031,0
69441351,3800087,15260177,2575764,0.054724,0.16879,0
46545916,2588870,15761767,2461198,0.05562,0.15615,0
54690857,3278473,14424089,2316036,0.059946,0.160567,0
52976995,3281175,16179715,2789048,0.061936,0.172379,0
63054255,3492337,16743317,2815842,0.055386,0.168177,0
48214777,3079114,15081353,2180351,0.063862,0.144573,0
52820846,3004405,15253130,2597244,0.056879,0.170276,0
48022716,2524902,15060402,2440302,0.052577,0.162034,0
47311882,2757147,15252958,2114351,0.058276,0.138619,0
61229683,3284025,15311325,2695434,0.053635,0.176042,0
44247497,2911041,15004502,2451251,0.06579,0.163368,0
50264149,2660565,15598180,2022839,0.052932,0.129684,0
46746471,3014562,15045178,2811456,0.064487,0.186868,0
52509516,3141250,14139434,1783386,0.059822,0.126129,0
60680617,3365487,14924031,2228379,0.055462,0.149315,0
44706217,2773826,13861874,2292937,0.062046,0.165413,0
60810991,3264808,13851560,2212468,0.053688,0.159727,0
47400869,2989418,15678999,1775707,0.063067,0.113254,0
53346983,2929387,15141084,2245402,0.054912,0.148299,0
318471426,6040552,19954510,3518673,0.018967,0.176335,0
42346262,2954396,15903593,2387575,0.069768,0.150128,0
41464888,2992900,15493886,2123836,0.072179,0.137076,0
51837097,2793494,15269661,1965024,0.05389,0.128688,0
45110072,3127514,15083602,2448714,0.069331,0.162343,0
42518626,2531747,15786473,2016856,0.059544,0.127758,0
49663447,3141352,14339898,2476009,0.063253,0.172666,0
61739746,3067320,15648700,1981215,0.049681,0.126606,0
86617368,3871827,16276445,3293727,0.0447,0.202362,0
58134017,3228241,14825294,1872071,0.055531,0.126275,0
46544968,2784211,15303376,2281106,0.059818,0.149059,0
49992038,2539309,14215504,1729187,0.050794,0.121641,0
52378617,3400648,15085185,1960819,0.064924,0.129983,0
58019296,2954771,14390217,2199250,0.050927,0.15283,0
60319556,3505351,14938746,2320112,0.058113,0.155308,0
57788429,3023470,16565712,2661077,0.05232,0.160638,0
51224072,3258142,16189314,1881970,0.063606,0.116248,0
43750788,2733251,14439410,1917650,0.062473,0.132807,0
57807282,3572290,15359230,1941135,0.061797,0.126382,0
44264758,2758285,15789290,2310564,0.062313,0.146337,0
128946864,3413918,18577178,3421160,0.026475,0.184159,0
64760869,3327038,15506184,2677504,0.051374,0.172673,0
53267900,2594833,15075742,2356442,0.048713,0.156307,0
50784642,3207089,16020359,1635772,0.063151,0.102106,0
52423769,3105061,16854817,2247280,0.05923,0.133332,0
51836689,2815989,15022225,2530996,0.054324,0.168483,0
48775432,3208329,14705481,2353873,0.065778,0.160068,0
54699519,2953623,14994433,2430790,0.053997,0.162113,0
51156692,3248963,14370053,1623674,0.06351,0.11299,0
45466788,2529294,15778567,2059909,0.055629,0.130551,0
47022521,3190392,15273519,2020146,0.067848,0.132265,0
55429927,3088974,14023948,2280576,0.055728,0.16262,0
48846650,3233115,16527835,2729301,0.066189,0.165134,0
64297386,3150465,14995687,2186833,0.048998,0.145831,0
55257187,3222765,14886838,2189425,0.058323,0.147071,0
122125149,4082332,18871991,3596301,0.033427,0.190563,0
58764585,2970566,15550604,2674684,0.05055,0.171999,0
52592875,3090261,16011763,2169694,0.058758,0.135506,0
54381336,3318749,15560631,2241324,0.061027,0.144038,0
46932031,2817481,15005777,2328456,0.060033,0.155171,0
47739008,2693236,15649578,1721233,0.056416,0.109986,0
52053646,3432718,13803949,2131822,0.065946,0.154436,0
59993627,3547931,15700148,1855909,0.059138,0.11821,0
50021416,3470324,13632798,2697261,0.069377,0.197851,0
54046252,2526740,15381092,2481396,0.046751,0.161328,0
52004100,3079844,14482341,1774383,0.059223,0.12252,0
45433199,3209527,14461801,2571581,0.070643,0.177819,0
54518209,3374652,16237809,1905015,0.0619,0.11732,0
43623025,2981762,15337053,2055981,0.068353,0.134053,0
50993259,3309232,12519812,1984641,0.064895,0.15852,0
53727509,3239660,13625185,2152155,0.060298,0.157954,0
61640354,3646552,16732834,2673889,0.059159,0.159799,0
143992634,4341530,20894792,3850851,0.030151,0.184297,0
47848247,2976094,15673884,2624384,0.062199,0.167437,0
63186408,3420704,14438595,2645389,0.054137,0.183217,0
51522500,2862641,16594556,2334672,0.055561,0.140689,0
58136330,3349647,14955937,2120668,0.057617,0.141794,0
45125148,2670887,15654521,1784741,0.059188,0.114008,0
81328426,3986566,17546420,3286379,0.049018,0.187296,0
51098146,3223937,14214570,2199954,0.063093,0.154768,0
60674313,3014865,15092875,2461803,0.049689,0.16311,0
49230495,3263828,15166615,1915743,0.066297,0.126313,0
50264993,3120206,15927543,2318484,0.062075,0.145564,0
48566842,3111153,14570001,1776273,0.064059,0.121913,0
50121239,3278757,14532147,2269946,0.065417,0.156202,0
56652484,3268519,15044383,2302217,0.057694,0.153028,0
87908834,3773503,16563694,3549330,0.042925,0.214284,0
56078602,3002611,15990522,2799187,0.053543,0.175053,0
48944088,2686890,15393308,2523813,0.054897,0.163955,0
46119831,2518658,14409141,1900057,0.054611,0.131865,0
54191151,2942673,13169582,2649140,0.054302,0.201156,0
84459158,3457068,14919325,2065723,0.040932,0.13846,0
53224659,2828848,15000840,1997426,0.053149,0.133154,0
52357920,3072926,15650860,2324475,0.058691,0.148521,0
47389226,3165042,14656609,1795372,0.066788,0.122496,0
45574169,2655635,13848093,2340822,0.058271,0.169036,0
319512900,6478885,21048162,4057430,0.020277,0.192769,0
52301974,3171865,15167187,2491167,0.060645,0.164247,0
41493394,2656394,14426422,2550144,0.06402,0.176769,0
49604719,3450657,13942914,2151428,0.069563,0.154303,0
44744693,2775981,14930761,2417675,0.06204,0.161926,0
49059126,2928804,16071932,2275380,0.059699,0.141575,0
44080349,2774808,15539588,2163721,0.062949,0.139239,0
41093506,2844975,15751512,1866078,0.069232,0.11847,0
60395424,3321304,15949146,2458598,0.054993,0.154152,0
49550361,2818530,12920413,2057011,0.056882,0.159206,0
42348239,3191065,14975865,2103136,0.075353,0.140435,0
44965087,2785218,15390555,2070073,0.061942,0.134503,0
50225777,3245431,14933095,1751571,0.064617,0.117295,0
43083015,2701874,14954937,1967553,0.062713,0.131565,0
52233473,3218532,14884630,2517101,0.061618,0.169107,0
68304890,3220642,15989953,2288825,0.047151,0.143141,0
47428123,3189983,15556789,2470942,0.067259,0.158834,0
44505353,2621268,14701331,2182539,0.058898,0.148459,0
46963771,2795291,14004000,1962163,0.05952,0.140114,0
46468382,2955357,15745793,1961309,0.063599,0.124561,0
54815640,2750978,16108147,2565704,0.050186,0.15928,0
49800485,2882938,14247697,2124776,0.05789,0.149131,0
78190146,3105568,14908460,2251155,0.039718,0.150998,0
44488985,2810726,13234700,2162627,0.063178,0.163406,0
57350267,3304460,16946468,2545561,0.057619,0.150212,0
48117477,2790591,16376060,2759765,0.057995,0.168524,0
62621850,3184910,15085530,2128626,0.050859,0.141104,0
51650733,3243755,15356393,1755086,0.062802,0.11429,0
49716203,2769348,15429617,1984179,0.055703,0.128595,0
51030478,3273466,14791826,2508437,0.064147,0.169583,0
62678961,3345495,16766296,2286516,0.053375,0.136376,0
49096288,2759845,15104189,2024080,0.056213,0.134008,0
50047882,3072955,15781424,1856964,0.0614,0.117668,0
45185580,3134705,14242016,2101277,0.069374,0.147541,0
74121076,3703911,17167491,2797638,0.049971,0.162961,0
102931200,4577167,18693324,4439791,0.044468,0.237507,0
43391572,3162849,15717591,2655182,0.072891,0.168931,0
52486945,3248555,16362209,1884776,0.061893,0.115191,0
49010446,3033559,14713495,2061695,0.061896,0.140123,0
50745708,3009059,16908243,2565645,0.059297,0.151739,0
48964011,3272604,15062174,1826920,0.066837,0.121292,0
48216320,2781039,15617244,2023852,0.057678,0.129591,0
49520630,2997490,16209638,2025646,0.06053,0.124966,0
42085599,2811413,14853275,2302613,0.066802,0.155024,0
52857214,2988659,15262456,2483224,0.056542,0.162701,0
53547155,3058757,14372707,2207134,0.057123,0.153564,0
46949871,2757867,13815521,1638129,0.058741,0.118572,0
40746887,2770116,15874917,2640973,0.067984,0.166361,0
46883521,3034913,14948961,2082881,0.064733,0.139333,0
83929980,3888743,16633468,2199217,0.046333,0.132216,0
63359193,3524751,17318444,2634051,0.055631,0.152095,0
48268899,3217715,14917198,2597412,0.066662,0.174122,0
53020245,3199585,15954479,1951043,0.060346,0.122288,0
42949391,2782248,13634501,2012845,0.06478,0.147629,0
45561520,3162571,15511578,1898782,0.069413,0.122411,0
46848810,3182764,14910887,2045625,0.067937,0.13719,0
51108622,3095869,13166633,1949525,0.060574,0.148066,0
49843576,3071379,13699987,1834547,0.06162,0.133909,0
133110188,3961341,16545994,2985224,0.02976,0.18042,0
48273246,2729063,15669511,2258956,0.056534,0.144163,0
57253198,3051023,16148452,2693391,0.05329,0.166789,0
51872355,3090779,15284908,2131811,0.059584,0.139472,0
57336682,3200332,15236221,2599912,0.055816,0.17064,0
127797719,4448608,16201238,3109923,0.03481,0.191956,0
47133330,3230722,13953595,1892771,0.068544,0.135648,0
57295835,2883211,14875798,1978016,0.050321,0.132969,0
59831440,3494109,16931894,2629672,0.058399,0.155309,0
49728463,3187077,14761011,2221859,0.06409,0.150522,0
125899697,3952634,17839245,3361875,0.031395,0.188454,0
43329606,2969712,15529723,2389803,0.068538,0.153886,0
48902811,3222366,15951975,2531887,0.065893,0.158719,0
44973791,3041347,15712998,2348870,0.067625,0.149486,0
55835854,3286314,14567858,2657224,0.058857,0.182403,0
44664004,3071649,16359403,2698265,0.068772,0.164937,0
51416003,3239871,15088650,2135296,0.063013,0.141517,0
51890878,2664015,15156617,2289931,0.051339,0.151085,0
48188325,3006516,14721238,1846603,0.062391,0.125438,0
54378298,2872186,16108578,2280784,0.052819,0.141588,0
60089013,3196022,16497809,2630790,0.053188,0.159463,0
56486768,3275719,16486739,2987361,0.057991,0.181198,0
285948669,5454669,19071492,3359525,0.019076,0.176154,0
42950715,2580710,14028878,1909064,0.060085,0.136081,0
51382378,3207980,14442666,1820677,0.062433,0.126062,0
149845736,4548518,19497723,3841931,0.030355,0.197045,0
129962463,4285691,16505775,3051072,0.032976,0.184849,0
55537673,3326561,17221541,3008714,0.059897,0.174706,0
42940292,2549603,14600539,2158575,0.059376,0.147842,0
46246251,2822501,14436648,2393982,0.061032,0.165827,0
44176194,2628612,13611881,1615611,0.059503,0.118691,0
62255331,2949908,15032608,2441600,0.047384,0.16242,0
48544731,3127866,13623261,2237155,0.064433,0.164216,0
58863465,3472768,16044901,2837033,0.058997,0.176818,0
59937659,3592677,15344120,1800020,0.05994,0.11731,0
47804549,2896469,14676247,2111355,0.06059,0.143862,0
51553055,3451973,15445605,2248082,0.06696,0.145548,0
53547123,3124308,14880523,2168118,0.058347,0.145702,0
54472923,2949205,16032685,2851003,0.054141,0.177824,0
51736657,3158198,13987157,1927621,0.061044,0.137814,0
52190689,2737117,14797958,2296751,0.052445,0.155207,0
45820587,3097732,14695331,2139219,0.067606,0.145571,0
48263178,3157563,15806952,2310215,0.065424,0.146152,0
53715371,3162631,15349522,2371766,0.058878,0.154517,0
47960604,3028766,14273131,2291129,0.063151,0.16052,0
52555243,3384416,13940141,2330322,0.064397,0.167166,0
48199545,3105019,14205774,1772748,0.06442,0.124791,0
46849802,3028368,15760102,2720215,0.06464,0.172601,0
67841779,3481821,15201696,2394339,0.051323,0.157505,0
275105917,6802154,16313824,2424430,0.024726,0.148612,0
45346584,2999889,16134121,1732093,0.066155,0.107356,0
51446189,3037673,15727183,2263026,0.059046,0.143893,0
62968143,3336620,14649845,2670489,0.052989,0.182288,0
49236116,3323287,15750575,2332093,0.067497,0.148064,0
43907683,2821290,15428706,2197561,0.064255,0.142433,0
44743260,2799227,15226348,2352152,0.062562,0.154479,0
55480492,2817811,15239683,2611231,0.050789,0.171344,0
51130885,2972580,13261676,2045648,0.058137,0.154253,0
49444141,2873971,12849267,1887554,0.058126,0.1469,0
45130031,3046069,16049380,2465030,0.067495,0.15359,0
46993183,3119768,15433383,2424035,0.066388,0.157064,0
47663214,2894044,14512729,1919631,0.060719,0.132272,0
137280699,4128373,18823649,3624121,0.030072,0.19253,0
80423253,3245037,14645649,2460818,0.040349,0.168024,0
53730595,3564911,15087214,1847185,0.066348,0.122434,0
41416134,2934449,15443591,2311515,0.070853,0.149675,0
152679764,4322067,17454309,2995395,0.028308,0.171613,0
56126060,3296751,15207475,2125926,0.058738,0.139795,0
48824239,3149107,15364382,1869540,0.064499,0.12168,0
51977729,3176352,15000560,2593021,0.06111,0.172862,0
45565846,2453779,14819563,1900147,0.053851,0.128219,0
52691360,3193191,14391898,1822451,0.060602,0.12663,0
45253925,3282381,16478542,2726534,0.072533,0.16546,0
47999899,3186258,15182516,2408607,0.066381,0.158643,0
49980371,2574873,14878134,2198851,0.051518,0.147791,0
81913212,3076733,16542114,2112733,0.037561,0.127718,0
46638183,3132074,14126939,2260047,0.067157,0.159981,0
41684355,2702151,14913529,2603011,0.064824,0.17454,0
46286320,3306624,13890565,2181518,0.071438,0.15705,0
53009638,3028916,15540284,1847757,0.057139,0.118901,0
49152859,2967994,14036168,2016090,0.060383,0.143635,0
54537910,3246052,15654016,2341278,0.059519,0.149564,0
51239586,3123721,13632075,1918184,0.060963,0.140711,0
52415186,3345268,14779201,2279050,0.063822,0.154207,0
47804766,2989642,14209505,2297054,0.062539,0.161656,0
49470013,3081991,12805994,1943609,0.0623,0.151773,0
40837939,3112415,16364601,2157783,0.076214,0.131857,0
48402700,2524219,15866148,1952266,0.05215,0.123046,0
49641557,3444858,14574688,1584525,0.069395,0.108718,0
46793512,2781794,15461552,2407370,0.059448,0.1557,0
49731703,3230811,14211215,1646505,0.064965,0.11586,0
53269838,3326813,14768799,2650724,0.062452,0.179481,0
48111384,3029503,14506051,2392078,0.062969,0.164902,0
47910195,2477869,15901143,2278095,0.051719,0.143266,0
55596429,2966526,13169115,2358151,0.053358,0.179067,0
50131919,2716124,15881957,2019231,0.05418,0.12714,0
50833969,3513490,14614031,2291188,0.069117,0.15678,0
118890297,3624633,18015767,3063431,0.030487,0.170042,0
49267362,3276684,13766488,1876638,0.066508,0.136319,0
55485058,3388709,15766932,2199026,0.061074,0.139471,0
46268636,3053281,14313378,2100490,0.06599,0.14675,0
44053129,3031988,15643036,2157341,0.068826,0.137911,0
52056867,3207642,13937298,1956489,0.061618,0.140378,0
57777088,3107326,14552240,2281849,0.053781,0.156804,0
57282588,3033201,15170577,2267897,0.052952,0.149493,0
46484528,3278760,14183019,1865218,0.070534,0.131511,0
41507554,2660746,15147652,2316677,0.064103,0.15294,0
52751037,3324119,15357623,2481197,0.063015,0.161561,0
50692386,3104010,14828058,2412344,0.061232,0.162688,0
44721338,3202128,15065335,2463865,0.071602,0.163545,0
45496096,3111590,14785196,2101478,0.068392,0.142134,0
136655097,4338699,19168773,2973047,0.031749,0.155098,0
49154623,2956083,15555863,2880561,0.060138,0.185175,0
54245324,3255644,16407619,2182538,0.060017,0.13302,0
50707091,3064724,15781740,2510095,0.06044,0.159051,0
41659832,2829261,15996261,2511153,0.067913,0.156984,0
42999194,2671564,15195786,2219445,0.062131,0.146057,0
48424370,3063220,13821121,2233671,0.063258,0.161613,0
43937420,2863750,15282047,1799698,0.065178,0.117766,0
332137351,6966353,19806307,4223720,0.020974,0.213251,0
51921502,3154999,13995002,2488200,0.060765,0.177792,0
50463175,3006986,15226599,2449016,0.059588,0.160838,0
51130563,3207213,14786710,2437287,0.062726,0.16483,0
